date,sig,city,temp_type,ticker,bet,line,first_seen_est,last_seen_est,end_seen_est,duration_seconds,scan_count,max_edge_pct,last_edge_pct,close_reason
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-B58.5|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-B58.5,BUY NO,58F to 59F,2026-03-08 11:39:00 AM EST,2026-03-08 11:39:00 AM EST,2026-03-08 11:42:00 AM EST,0,1,40.0,40.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDC-26MAR08-B74.5|BUY NO,Washington DC,high,KXHIGHTDC-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 11:39:00 AM EST,2026-03-08 11:39:00 AM EST,2026-03-08 11:42:00 AM EST,0,1,17.76,17.76,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 11:39:00 AM EST,2026-03-08 11:42:00 AM EST,2026-03-08 11:45:00 AM EST,180,2,35.0,32.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 11:42:00 AM EST,2026-03-08 11:42:00 AM EST,2026-03-08 11:45:00 AM EST,0,1,22.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 11:34:19 AM EST,2026-03-08 11:45:00 AM EST,2026-03-08 11:48:29 AM EST,641,4,19.0,17.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 11:42:00 AM EST,2026-03-08 11:45:00 AM EST,2026-03-08 11:48:29 AM EST,180,2,17.0,17.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSEA-26MAR08-B54.5|BUY NO,Seattle,high,KXHIGHTSEA-26MAR08-B54.5,BUY NO,54F to 55F,2026-03-08 11:45:00 AM EST,2026-03-08 11:45:00 AM EST,2026-03-08 11:48:29 AM EST,0,1,22.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSATX-26MAR08-T68|BUY NO,San Antonio,high,KXHIGHTSATX-26MAR08-T68,BUY NO,67F or below,2026-03-08 11:45:00 AM EST,2026-03-08 11:45:00 AM EST,2026-03-08 11:48:29 AM EST,0,1,18.14,18.14,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 11:48:29 AM EST,2026-03-08 11:48:29 AM EST,2026-03-08 11:52:00 AM EST,0,1,46.0,46.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 11:02:00 AM EST,2026-03-08 11:52:00 AM EST,2026-03-08 11:55:00 AM EST,3000,15,12.76,10.3,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 11:42:00 AM EST,2026-03-08 11:55:00 AM EST,2026-03-08 11:58:00 AM EST,780,5,26.0,26.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 11:42:00 AM EST,2026-03-08 11:58:00 AM EST,2026-03-08 12:04:00 PM EST,960,6,41.0,41.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 11:48:29 AM EST,2026-03-08 11:58:00 AM EST,2026-03-08 12:04:00 PM EST,570,4,38.0,34.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 11:52:00 AM EST,2026-03-08 11:58:00 AM EST,2026-03-08 12:04:00 PM EST,360,3,23.0,23.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 11:58:00 AM EST,2026-03-08 11:58:00 AM EST,2026-03-08 12:04:00 PM EST,0,1,7.1,7.1,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHPHIL-26MAR08-B71.5|BUY NO,Philadelphia,high,KXHIGHPHIL-26MAR08-B71.5,BUY NO,71F to 72F,2026-03-08 12:04:00 PM EST,2026-03-08 12:04:00 PM EST,2026-03-08 12:08:00 PM EST,0,1,41.0,41.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-B58.5|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-B58.5,BUY NO,58F to 59F,2026-03-08 12:04:00 PM EST,2026-03-08 12:08:00 PM EST,2026-03-08 12:12:00 PM EST,240,2,62.0,62.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 12:08:00 PM EST,2026-03-08 12:08:00 PM EST,2026-03-08 12:12:00 PM EST,0,1,17.0,17.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 11:52:00 AM EST,2026-03-08 12:12:00 PM EST,2026-03-08 12:15:00 PM EST,1200,6,26.0,26.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHNY-26MAR08-B66.5|BUY NO,New York City,high,KXHIGHNY-26MAR08-B66.5,BUY NO,66F to 67F,2026-03-08 12:08:00 PM EST,2026-03-08 12:12:00 PM EST,2026-03-08 12:15:00 PM EST,240,2,58.0,58.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 12:12:00 PM EST,2026-03-08 12:12:00 PM EST,2026-03-08 12:15:00 PM EST,0,1,9.21,9.21,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSEA-26MAR08-B50.5|BUY NO,Seattle,high,KXHIGHTSEA-26MAR08-B50.5,BUY NO,50F to 51F,2026-03-08 12:15:00 PM EST,2026-03-08 12:15:00 PM EST,2026-03-08 12:18:00 PM EST,0,1,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 12:12:00 PM EST,2026-03-08 12:18:00 PM EST,2026-03-08 12:21:00 PM EST,360,3,40.0,39.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 12:24:00 PM EST,2026-03-08 12:24:00 PM EST,2026-03-08 12:27:00 PM EST,0,1,38.0,38.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 12:12:00 PM EST,2026-03-08 12:27:00 PM EST,2026-03-08 12:31:00 PM EST,900,6,42.0,42.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 12:27:00 PM EST,2026-03-08 12:27:00 PM EST,2026-03-08 12:31:00 PM EST,0,1,43.0,43.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 12:18:00 PM EST,2026-03-08 12:35:00 PM EST,2026-03-08 12:38:00 PM EST,1020,6,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 12:18:00 PM EST,2026-03-08 12:35:00 PM EST,2026-03-08 12:38:00 PM EST,1020,6,6.81,6.81,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 12:35:00 PM EST,2026-03-08 12:35:00 PM EST,2026-03-08 12:38:00 PM EST,0,1,45.0,45.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 12:35:00 PM EST,2026-03-08 12:35:00 PM EST,2026-03-08 12:38:00 PM EST,0,1,42.0,42.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 12:27:00 PM EST,2026-03-08 12:38:00 PM EST,2026-03-08 12:41:00 PM EST,660,4,19.0,19.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 12:41:00 PM EST,2026-03-08 12:41:00 PM EST,2026-03-08 12:44:00 PM EST,0,1,6.01,6.01,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 12:41:00 PM EST,2026-03-08 12:44:00 PM EST,2026-03-08 12:47:00 PM EST,180,2,48.0,48.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 12:15:00 PM EST,2026-03-08 12:47:00 PM EST,2026-03-08 12:50:00 PM EST,1920,11,23.0,18.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 12:47:00 PM EST,2026-03-08 12:47:00 PM EST,2026-03-08 12:50:00 PM EST,0,1,27.0,27.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 12:44:00 PM EST,2026-03-08 12:55:00 PM EST,2026-03-08 12:58:00 PM EST,660,4,24.0,17.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSEA-26MAR08-B50.5|BUY NO,Seattle,high,KXHIGHTSEA-26MAR08-B50.5,BUY NO,50F to 51F,2026-03-08 12:44:00 PM EST,2026-03-08 12:55:00 PM EST,2026-03-08 12:58:00 PM EST,660,4,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 12:55:00 PM EST,2026-03-08 12:55:00 PM EST,2026-03-08 12:58:00 PM EST,0,1,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B72.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 11:45:00 AM EST,2026-03-08 12:58:00 PM EST,2026-03-08 01:02:00 PM EST,4380,22,34.0,26.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 12:55:00 PM EST,2026-03-08 12:58:00 PM EST,2026-03-08 01:02:00 PM EST,180,2,52.0,47.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTNOLA-26MAR08-B76.5|BUY NO,New Orleans,high,KXHIGHTNOLA-26MAR08-B76.5,BUY NO,76F to 77F,2026-03-08 12:58:00 PM EST,2026-03-08 01:02:00 PM EST,2026-03-08 01:07:00 PM EST,240,2,34.0,34.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTLV-26MAR08-B76.5|BUY NO,Las Vegas,high,KXHIGHTLV-26MAR08-B76.5,BUY NO,76F to 77F,2026-03-08 01:02:00 PM EST,2026-03-08 01:02:00 PM EST,2026-03-08 01:07:00 PM EST,0,1,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 01:02:00 PM EST,2026-03-08 01:02:00 PM EST,2026-03-08 01:07:00 PM EST,0,1,9.21,9.21,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTHOU-26MAR08-B75.5|BUY NO,Houston,high,KXHIGHTHOU-26MAR08-B75.5,BUY NO,75F to 76F,2026-03-08 12:58:00 PM EST,2026-03-08 01:07:00 PM EST,2026-03-08 01:10:00 PM EST,540,3,20.0,20.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B86.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B86.5,BUY NO,86F to 87F,2026-03-08 01:07:00 PM EST,2026-03-08 01:07:00 PM EST,2026-03-08 01:10:00 PM EST,0,1,47.0,47.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 12:58:00 PM EST,2026-03-08 01:10:00 PM EST,2026-03-08 01:15:00 PM EST,720,4,54.0,54.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 01:02:00 PM EST,2026-03-08 01:15:00 PM EST,2026-03-08 01:18:00 PM EST,780,4,26.0,26.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTBOS-26MAR08-B58.5|BUY NO,Boston,high,KXHIGHTBOS-26MAR08-B58.5,BUY NO,58F to 59F,2026-03-08 01:10:00 PM EST,2026-03-08 01:15:00 PM EST,2026-03-08 01:18:00 PM EST,300,2,68.0,68.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTATL-26MAR08-B69.5|BUY NO,Atlanta,high,KXHIGHTATL-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 01:10:00 PM EST,2026-03-08 01:15:00 PM EST,2026-03-08 01:18:00 PM EST,300,2,43.44,43.44,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 01:15:00 PM EST,2026-03-08 01:15:00 PM EST,2026-03-08 01:18:00 PM EST,0,1,47.0,47.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B72.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 01:18:00 PM EST,2026-03-08 01:18:00 PM EST,2026-03-08 01:21:00 PM EST,0,1,33.0,33.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B72.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B72.5,BUY NO,72F to 73F,2026-03-08 01:18:00 PM EST,2026-03-08 01:24:00 PM EST,2026-03-08 01:27:00 PM EST,360,3,46.0,46.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 01:24:00 PM EST,2026-03-08 01:24:00 PM EST,2026-03-08 01:27:00 PM EST,0,1,51.0,51.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 01:15:00 PM EST,2026-03-08 01:27:00 PM EST,2026-03-08 01:30:00 PM EST,720,5,10.01,9.21,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 12:41:00 PM EST,2026-03-08 01:30:00 PM EST,2026-03-08 01:33:00 PM EST,2940,15,25.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHCHI-26MAR08-B63.5|BUY NO,Chicago,high,KXHIGHCHI-26MAR08-B63.5,BUY NO,63F to 64F,2026-03-08 01:33:00 PM EST,2026-03-08 01:33:00 PM EST,2026-03-08 01:38:00 PM EST,0,1,29.0,29.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B74.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 01:33:00 PM EST,2026-03-08 01:33:00 PM EST,2026-03-08 01:38:00 PM EST,0,1,24.0,24.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 01:33:00 PM EST,2026-03-08 01:33:00 PM EST,2026-03-08 01:38:00 PM EST,0,1,7.9,7.9,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 01:38:00 PM EST,2026-03-08 01:38:00 PM EST,2026-03-08 01:42:00 PM EST,0,1,22.0,22.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTOKC-26MAR08-B74.5|BUY NO,Oklahoma City,high,KXHIGHTOKC-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 01:38:00 PM EST,2026-03-08 01:42:00 PM EST,2026-03-08 01:45:00 PM EST,240,2,36.0,36.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 01:45:00 PM EST,2026-03-08 01:45:00 PM EST,2026-03-08 01:51:28 PM EST,0,1,10.3,10.3,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 01:38:00 PM EST,2026-03-08 01:51:28 PM EST,2026-03-08 01:55:00 PM EST,809,4,49.0,49.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-T65|BUY NO,Denver,high,KXHIGHDEN-26MAR08-T65,BUY NO,66F or above,2026-03-08 01:38:00 PM EST,2026-03-08 01:51:28 PM EST,2026-03-08 01:55:00 PM EST,809,4,6.37,6.37,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTOKC-26MAR08-B74.5|BUY NO,Oklahoma City,high,KXHIGHTOKC-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 01:51:28 PM EST,2026-03-08 01:55:00 PM EST,2026-03-08 02:00:00 PM EST,211,2,42.0,42.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTATL-26MAR08-B69.5|BUY NO,Atlanta,high,KXHIGHTATL-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 01:55:00 PM EST,2026-03-08 01:55:00 PM EST,2026-03-08 02:00:00 PM EST,0,1,17.84,17.84,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 01:55:00 PM EST,2026-03-08 01:55:00 PM EST,2026-03-08 02:00:00 PM EST,0,1,9.5,9.5,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-B64.5|BUY YES,Denver,high,KXHIGHDEN-26MAR08-B64.5,BUY YES,64F to 65F,2026-03-08 02:00:00 PM EST,2026-03-08 02:00:00 PM EST,2026-03-08 02:06:00 PM EST,0,1,7.68,7.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 02:06:00 PM EST,2026-03-08 02:10:00 PM EST,2026-03-08 02:14:00 PM EST,240,2,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTATL-26MAR08-B69.5|BUY NO,Atlanta,high,KXHIGHTATL-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 02:10:00 PM EST,2026-03-08 02:10:00 PM EST,2026-03-08 02:14:00 PM EST,0,1,19.74,19.74,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 02:10:00 PM EST,2026-03-08 02:10:00 PM EST,2026-03-08 02:14:00 PM EST,0,1,12.13,12.13,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-B64.5|BUY YES,Denver,high,KXHIGHDEN-26MAR08-B64.5,BUY YES,64F to 65F,2026-03-08 02:10:00 PM EST,2026-03-08 02:10:00 PM EST,2026-03-08 02:14:00 PM EST,0,1,7.68,7.68,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHLAX-26MAR08-B88.5|BUY NO,Los Angeles,high,KXHIGHLAX-26MAR08-B88.5,BUY NO,88F to 89F,2026-03-08 02:18:00 PM EST,2026-03-08 02:18:00 PM EST,2026-03-08 02:23:00 PM EST,0,1,51.0,51.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHDEN-26MAR08-B64.5|BUY YES,Denver,high,KXHIGHDEN-26MAR08-B64.5,BUY YES,64F to 65F,2026-03-08 02:28:00 PM EST,2026-03-08 02:28:00 PM EST,2026-03-08 02:35:00 PM EST,0,1,6.95,6.95,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 02:18:00 PM EST,2026-03-08 02:35:00 PM EST,2026-03-08 02:42:00 PM EST,1020,4,12.91,12.91,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B74.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 02:35:00 PM EST,2026-03-08 02:42:00 PM EST,2026-03-08 02:45:00 PM EST,420,2,37.0,32.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTNOLA-26MAR08-B76.5|BUY NO,New Orleans,high,KXHIGHTNOLA-26MAR08-B76.5,BUY NO,76F to 77F,2026-03-08 02:42:00 PM EST,2026-03-08 02:42:00 PM EST,2026-03-08 02:45:00 PM EST,0,1,50.0,50.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTDAL-26MAR08-B74.5|BUY NO,Dallas,high,KXHIGHTDAL-26MAR08-B74.5,BUY NO,74F to 75F,2026-03-08 02:49:00 PM EST,2026-03-08 02:49:00 PM EST,2026-03-08 02:54:00 PM EST,0,1,33.0,33.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 02:18:00 PM EST,2026-03-08 02:54:00 PM EST,2026-03-08 02:59:00 PM EST,2160,8,21.0,21.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 02:45:00 PM EST,2026-03-08 02:59:00 PM EST,2026-03-08 03:04:00 PM EST,840,4,12.91,11.31,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTNOLA-26MAR08-B76.5|BUY NO,New Orleans,high,KXHIGHTNOLA-26MAR08-B76.5,BUY NO,76F to 77F,2026-03-08 02:59:00 PM EST,2026-03-08 02:59:00 PM EST,2026-03-08 03:04:00 PM EST,0,1,56.0,56.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTOKC-26MAR08-B76.5|BUY NO,Oklahoma City,high,KXHIGHTOKC-26MAR08-B76.5,BUY NO,76F to 77F,2026-03-08 02:59:00 PM EST,2026-03-08 02:59:00 PM EST,2026-03-08 03:04:00 PM EST,0,1,18.0,18.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTPHX-26MAR08-B90.5|BUY NO,Phoenix,high,KXHIGHTPHX-26MAR08-B90.5,BUY NO,90F to 91F,2026-03-08 03:08:00 PM EST,2026-03-08 03:08:00 PM EST,2026-03-08 03:11:08 PM EST,0,1,19.0,19.0,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-B69.5|BUY NO,Austin,high,KXHIGHAUS-26MAR08-B69.5,BUY NO,69F to 70F,2026-03-08 03:11:08 PM EST,2026-03-08 03:11:08 PM EST,2026-03-08 03:15:00 PM EST,0,1,9.17,9.17,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHTSFO-26MAR08-B68.5|BUY NO,San Francisco,high,KXHIGHTSFO-26MAR08-B68.5,BUY NO,68F to 69F,2026-03-08 03:15:00 PM EST,2026-03-08 03:15:00 PM EST,2026-03-08 03:20:33 PM EST,0,1,13.38,13.38,edge_dropped_or_filtered
2026-03-08,2026-03-08|KXHIGHAUS-26MAR08-T69|BUY YES,Austin,high,KXHIGHAUS-26MAR08-T69,BUY YES,68F or below,2026-03-08 03:20:33 PM EST,2026-03-08 03:20:33 PM EST,2026-03-08 03:24:00 PM EST,0,1,25.13,25.13,edge_dropped_or_filtered
